ID,Latitude,Longitude,Shop Weight
0,-79.65948724347825,43.56738286086955,23
0,-79.31559623999999,43.69156384,5
0,-79.38076276066661,43.654230324666656,150
0,-79.42085405714286,43.66867427142858,7
0,-79.71179270121952,43.558675941463406,82
0,-79.79381275862069,43.34817631034482,58
0,-79.43558809887638,43.65595978202248,89
0,-79.44160018461538,43.66753219615385,26
0,-79.42684033333335,43.64353996666666,15
0,-79.45240279416056,43.72546667007298,137
0,-79.41544712727271,43.684248100000005,11
0,-79.40498134444442,43.66620277222222,18
0,-79.39074305333334,43.68119776,30
0,-79.41947207777778,43.65419576666667,9
0,-79.53970633076922,43.59421184615384,13
0,-79.44049414615384,43.649670523076914,26
0,-79.45162701724139,43.65682079655173,29
0,-79.43386507142857,43.681220607142855,28
0,-79.38745541538462,43.67380483076923,13
0,-79.339043718,43.669618702,50
0,-79.30399519999999,43.687284662500005,16
0,-79.35617444615384,43.68498652307692,13
0,-79.3463014296296,43.705593262962964,54
0,-79.79611097272726,43.39588892727273,11
0,-79.82167527647059,43.3443057882353,17
0,-79.8288929,43.328055827777774,18
0,-79.28815725,43.68834433333333,24
0,-79.36433843333333,43.71340965000001,6
0,-79.36148207083333,43.71356306249999,24
0,-79.35753333076921,43.710771696153856,26
0,-79.29627826666666,43.708323199999995,15
0,-79.3785858,43.71121304705882,17
0,-79.404143625,43.735468625,8
0,-79.7896107,43.35122544210527,19
0,-79.79380079999999,43.39225754285714,14
0,-79.68681209253735,43.46138319253731,67
0,-79.35210500000001,43.785503299999995,20
0,-79.45233594102568,43.80737471794874,39
0,-79.43668378333331,43.85490068541666,48
0,-79.43204406363637,43.856017609090905,11
0,-79.7153286125,43.4885104875,8
0,-79.71770202,43.488268240000004,5
0,-79.68837323750002,43.45498716875,16
0,-79.68719263333332,43.45579244166667,12
0,-79.29137215333331,43.78447487333333,15
0,-79.39535303529411,43.66419882352941,17
0,-79.62656938333335,43.602801191666664,12
0,-79.61744502727272,43.61661304545454,11
0,-79.60170185555555,43.62244071111112,9
0,-79.6046224736842,43.62581641578948,19
0,-79.60293221666667,43.62490373333333,6
0,-79.60378056,43.622697839999994,5
0,-79.62569495999999,43.592248553333334,15
0,-79.370578875,43.696395125,8
0,-79.36048189411767,43.70500507647059,17
0,-79.35955037692308,43.69928859230769,13
0,-79.42250957272726,43.79570319610389,77
0,-79.28843137397261,43.868785797260294,73
0,-79.82490641428572,43.330927328571434,7
0,-79.59570965000002,43.721465574999996,40
0,-79.59972419876546,43.72014067283952,162
0,-79.66599326923077,43.62159071538462,13
0,-79.44740797142856,43.71688458367347,49
0,-79.72228462173913,43.48387673913043,23
0,-79.38830984166667,43.670677608333335,12
0,-79.42702435999999,43.769649279999996,5
0,-79.29809329999999,43.68836986666667,15
0,-79.23662440909092,43.73851845454545,22
0,-79.22220329016395,43.80667198852456,122
0,-79.35841343076923,43.67518896923077,13
0,-79.39837339444443,43.65261857222222,18
0,-79.41783276,43.640079899999996,10
0,-79.15381881481483,43.79707096296296,27
0,-79.19646724571426,43.80186374571427,35
0,-79.30083593750001,43.7186719375,16
0,-79.55506901097559,43.63123824999999,82
0,-79.54333118,43.62231908,5
0,-79.53489575,43.618325166666665,12
0,-79.46696572727274,43.69367291818182,11
0,-79.58475971428571,43.74169639714287,70
0,-79.4671342,43.670415885714284,7
0,-79.56187099130432,43.7076578347826,23
0,-79.48374643333332,43.6867442,12
0,-79.54486285714283,43.69589271428572,14
0,-79.31531756666666,43.725722053333335,15
0,-79.52918448,43.73801118,5
0,-79.2972838,43.6875522,5
0,-79.45580888181819,43.71579407272727,11
0,-79.51516307115382,43.75640937884615,52
0,-79.519494192,43.758607506,50
0,-79.5337004263158,43.71026383157895,19
0,-79.56939792222221,43.71208468888889,9
0,-79.58866688181818,43.71619475454546,11
0,-79.56615551764706,43.71269704705883,17
0,-79.47359165384614,43.70846887692308,13
0,-79.46879338,43.72218742,5
0,-79.46642673333332,43.722415222222224,9
0,-79.45818792857143,43.720543414285714,7
0,-79.46902087999999,43.72281724,5
0,-79.3217749857143,43.74048963571429,14
0,-79.33833046511627,43.72442986046512,43
0,-79.34332414,43.72629642,5
0,-79.31073941666668,43.74256058333333,12
0,-79.3113479375,43.74434984375,32
0,-79.26699636363637,43.73349709090909,11
0,-79.30241406896552,43.82402462068966,29
0,-79.29856907142856,43.82192635714285,14
0,-79.28003382222222,43.77200931111112,9
0,-79.45258333478259,43.731781608695655,23
0,-79.45641105882352,43.7320509117647,17
0,-79.4557246,43.73102535833334,12
0,-79.52223338,43.70151794,5
0,-79.55963560999999,43.73555023,10
0,-79.72991768,43.4027381,5
0,-79.73648078400001,43.41232158,25
0,-79.73486435,43.412238861111106,18
0,-79.70418014444446,43.44138983333333,9
0,-79.69908798333333,43.44451850833334,12
0,-79.6950345375,43.4497142625,16
0,-79.69569596666666,43.448888744444446,9
0,-79.69588704285715,43.4484529,7
0,-79.54631906666665,43.61794556666666,9
0,-79.59445655999998,43.54689357333333,15
0,-79.60486451111112,43.57152134444444,9
0,-79.63272198888889,43.56881922777778,18
0,-79.63360955384617,43.56763705384616,13
0,-79.63117276666667,43.5681022111111,9
0,-79.63567006470588,43.56595184117647,17
0,-79.64088575600002,43.57240178,25
0,-79.64225372222222,43.571684399999995,9
0,-79.36719640677968,43.7909716542373,59
0,-79.65344876734693,43.530536116326516,49
0,-79.6598145,43.57156774444444,9
0,-79.68328713030306,43.54387169090909,33
0,-79.76115885714286,43.58187567142857,7
0,-79.7182731,43.55154698,5
0,-79.68666125714286,43.51964172857142,7
0,-79.68469347692309,43.51794334615384,13
0,-79.6859092,43.51635254,5
0,-79.68908227142856,43.513458342857135,7
0,-79.6523621,43.51872198,5
0,-79.661087,43.510785580000004,5
0,-79.65403372222221,43.517121844444446,9
0,-79.58782885999999,43.62387922,5
0,-79.68458760666667,43.52680896666667,15
0,-79.67878117272727,43.52747573636364,11
0,-79.67932335999998,43.5289531,5
0,-79.67854124666668,43.528353493333334,15
0,-79.67741762857142,43.528038450000004,14
0,-79.67691377142856,43.52897932857143,7
0,-79.6782338153846,43.529690361538464,13
0,-79.6761150105263,43.52963314736843,19
0,-79.67748439230769,43.53037612307692,13
0,-79.67694184,43.5308875,5
0,-79.67646719999999,43.53136450909091,11
0,-79.67475961333331,43.53090892,15
0,-79.67547400769232,43.53032332307692,13
0,-79.67392865,43.53245246428571,14
0,-79.68795669999999,43.53727859166667,12
0,-79.27231655555556,43.71366566666667,9
0,-79.70670951999999,43.559548039999996,5
0,-79.71472646923077,43.55456238461538,13
0,-79.68868273999999,43.611669819999996,5
0,-79.68856432000001,43.61312004,5
0,-79.69011616774193,43.612269296774194,31
0,-79.69967095555556,43.614222259259265,27
0,-79.70089278421051,43.615237452631575,19
0,-79.70224131,43.616267019999995,10
0,-79.71219894666666,43.68314500666667,15
0,-79.72254781320756,43.715521418867915,53
0,-79.88849910666667,43.65108965333334,15
0,-79.55725591946907,43.61201565752212,113
0,-79.78385162333333,43.70512257999999,30
0,-79.78242713333333,43.70769856666667,30
0,-79.50768997058825,43.622804411764704,17
0,-79.51240614000001,43.621541539999996,5
0,-79.51330969285713,43.62201030714285,14
0,-79.51437795,43.62342938333333,6
0,-79.51103038,43.623595980000005,5
0,-79.62130392222222,43.71711922222222,9
0,-79.63587952222221,43.71056744444443,9
0,-79.63686375454546,43.71042716363636,11
0,-79.73783297021275,43.666242515957435,94
0,-79.58697777142856,43.60371648571429,7
0,-79.58805024,43.60287576,5
0,-79.75714381818182,43.7035059090909,11
0,-79.73828247999998,43.68989765333334,15
0,-79.74494519999999,43.6976438,5
0,-79.74425528571429,43.69830014285714,7
0,-79.6289464142857,43.508748142857144,7
0,-79.56012022608695,43.64401463478261,23
0,-79.56561675555557,43.6557405,9
0,-79.46183434999998,43.70153430833332,24
0,-79.0860814969388,43.8357263734694,98
0,-79.0913538857143,43.83240126666666,21
0,-79.34809585666667,43.65574523,30
0,-79.48042522,43.63076065333334,15
0,-79.47970685,43.78406755499999,20
0,-79.55144335555555,43.63104957777777,9
0,-79.55423604666666,43.61873137333334,15
0,-79.55382471052631,43.61612671578946,19
0,-79.52909829999999,43.78715147333333,15
0,-79.2384099375,43.7209630625,16
0,-79.21626973170731,43.74287892682927,41
0,-79.21801676666668,43.74222316666667,15
0,-79.25221007894736,43.85258628947369,38
0,-79.25668018181818,43.85176427272727,11
0,-79.25437033333333,43.854228666666664,15
0,-79.30399919333333,43.85818246666667,15
0,-79.30614412999999,43.85576508,20
0,-79.30738373636365,43.85558007272727,11
0,-79.30620957083333,43.85411217916667,24
