Node ID,Node OSMID,X,Y,Node Weight,Number Deliveries
0,31887949.0,315.6172386271601,-31.199212434367837,0.00015493771466663198,162
0,31887946.0,316.3714811525215,-39.08699190177913,0.00013612644516561233,148
0,31887947.0,316.0112871164356,-35.130087347710514,0.00013612644516561233,103
0,31887948.0,316.7966383649009,-42.98843663327807,0.00013613509800346928,126
0,31886628.0,303.5577921605154,-30.10094169393483,0.0001676746919920694,143
0,31887950.0,315.23519804947955,-27.297601663679416,0.0001676746919920694,145
0,31886554.0,304.3799500474506,-38.005796577940146,0.00014604259734968248,165
0,31886612.0,303.0013215653271,-33.916618476161375,0.00014604259734968248,161
0,31333691.0,292.80545163790066,-40.80589010443646,0.00014720207762251443,172
0,31887936.0,291.1138082447287,-25.1524415382155,0.00014720207762251443,146
0,31887937.0,291.54098282965333,-29.028221468705397,0.00014720207762251443,157
0,31887938.0,292.3981139806783,-36.96066443529003,0.00014720207762251443,144
0,31887944.0,297.85533433053206,-37.43342204573514,0.00014720207762251443,153
0,31887945.0,296.9331742526092,-29.561116915675484,0.00014720207762251443,171
0,31888198.0,303.053258075387,-26.222938476439595,0.00014720207762251443,143
0,31886540.0,304.7595743431084,-41.902011127302785,0.00017578240106403602,175
0,27558569.0,334.71328070484924,-61.5772385174962,0.00013313256326710597,123
0,27558570.0,333.1673381163473,-44.42802176487294,0.00013314121610496295,122
0,32498708.0,382.51412090494887,-48.48896351585654,0.0001523505161474025,166
0,25768674.0,496.13002120881356,-107.06031561835357,0.00013765799746629333,136
0,32416964.0,467.85455532468404,-101.07295487696729,0.00019278522745295212,180
0,32416963.0,459.7676332616884,-99.2204667099154,0.00013230189083283833,126
0,25768694.0,398.98650123658535,-132.5824754880175,0.00017681208876901364,199
0,25768709.0,388.84232521589183,-131.72234340910677,0.000204284848964845,209
0,25768695.0,378.514272453398,-130.84790240117582,0.0001753843705226161,179
0,27558203.0,354.812684711811,-118.29188093060293,0.0003195146907059116,327
0,27558206.0,348.15553768788686,-116.79257902157565,0.00015154580222670572,170
0,32417040.0,347.4274080602336,-128.09496070050818,0.00015155445506456267,152
0,27558207.0,339.030094637581,-115.87592099112817,0.00010725192523695429,116
0,27558563.0,338.60097414983557,-110.1460032300572,0.00010724327239909733,124
0,27558568.0,336.0902552776388,-77.5482434712203,8.668412965097282e-05,84
0,27557500.0,331.60868862443294,-84.10217667438064,0.00015493771466663198,149
0,31886452.0,297.4263887132274,-91.88433940607615,0.000166982464963513,173
0,31886436.0,262.2910759763845,-88.49840230618406,0.00020006226409065108,198
0,21291887.0,238.45664673950705,-71.37855456250577,0.0001182669878288577,119
0,31236924.0,227.28831422132043,-66.1881331043353,0.0001182669878288577,128
0,31236925.0,238.0979187437133,-67.31350701216616,0.0001182669878288577,115
0,31258718.0,228.0131442356378,-74.1477207995963,0.00011827564066671465,107
0,31258723.0,215.99089719826134,-64.73997582577226,0.00011828429350457161,123
0,31236895.0,237.71592333770423,-63.24430901277583,0.0001653038144192638,167
0,31296491.0,226.88655868781734,-62.2353128032255,0.0001653038144192638,160
0,21291894.0,237.0581829661951,-56.41598967998857,5.366490038883344e-05,65
0,31258724.0,215.54589710157234,-60.7345489785439,5.366490038883344e-05,56
0,31259189.0,214.90597068758052,-54.785683305313796,5.366490038883344e-05,48
0,31259190.0,215.2042004334462,-57.44004546805991,5.366490038883344e-05,46
0,31259191.0,214.49561893277132,-50.69174654319454,5.366490038883344e-05,46
0,31296495.0,224.57877574371742,-41.88820225767563,5.366490038883344e-05,53
0,31296496.0,224.47415672760144,-40.838895351689644,5.366490038883344e-05,52
0,31296499.0,224.8897249148904,-44.65901754097558,5.366490038883344e-05,54
0,31296503.0,225.7300758969377,-51.82942497562249,5.366490038883344e-05,70
0,31296504.0,226.14674336701592,-55.39384037437026,5.366490038883344e-05,48
0,31296506.0,226.55751799718382,-58.97026156578113,5.366490038883344e-05,66
0,31296507.0,219.0354730409008,-41.36387441770421,5.366490038883344e-05,60
0,31296498.0,235.99323553557497,-45.75623995529054,0.00017537571768475914,160
0,31296501.0,236.39091000615917,-49.30008831187297,0.0001753843705226161,187
0,31296502.0,236.68670294735603,-52.86907393673437,0.00017537571768475914,179
0,31296497.0,235.63078257955294,-42.02375091362728,0.00015518864696448367,144
0,31296508.0,229.20218352618303,-41.266003111655664,0.00015517999412662672,154
0,32867550.0,249.29043312417616,-36.29279376392128,0.00017208763929911632,152
0,32867941.0,254.71897975804313,-36.89001934492126,0.00017208763929911632,147
0,32868246.0,243.29700300612149,-35.60531251958082,0.00017208763929911632,158
0,31362060.0,262.9997093707316,-52.661686939802394,0.0001878877212259157,173
0,31362063.0,263.42721923125373,-46.444555724901875,0.0001878877212259157,196
0,31361933.0,259.3504642143471,-59.90973489107364,0.00015542227358662146,166
0,31361978.0,272.69655270662497,-61.45416289840591,0.00015542227358662146,157
